nodeId,networkId,tokenName,tokenSymbol,nodeGroup,date,nodeStake,pubsCommited,pubsCommited_inclOutOfTop3,pubsCommited1stEpochOnly,pubsCommited1stEpochOnly_inclOutOfTop3,estimatedEarnings,cumulativeEstimatedEarnings,txFees,payouts,cumulativePayouts,ask
62,QmTge66HJdzqgML2kWALnHuMCsXCyfRbzr51ite9GFFhvb,TRA©VERSE,KNOW,Alliance,2023-07-09T00:00:00.000Z,51114.08202372233,22,22,8,8,5.293125,2086.217099609375,7.5033296e-11,1.711525390625,1114.0820237223306,0.24
64,QmZinr9WnYbygsJvWP4tWznMEWhUzoqoiDaHKYMzP1oqma,Trini Zone,Trini,Alliance,2023-07-09T00:00:00.000Z,51321.47271982422,24,24,8,8,4.985390625,1928.244306640625,7.1739376e-11,0.886635,1321.4727198242188,0.24
65,QmP19HNvJJi5VuvkP5tpgHLmFvSrpHat5NVZxq7TEbafEH,CoachPA Node 1,COACH,Solo,2023-07-09T00:00:00.000Z,52087.73949586805,19,19,7,7,3.953203125,1902.097703125,5.3684702e-11,0.8,1087.7394958680557,0.24
66,QmcgCVvM6R7YBU78S5B7DjRhwBsMeV4TAdDyRhDT3Sdr9S,(NLD)OT Node,DANS,Solo,2023-07-09T00:00:00.000Z,0.0,0,0,0,0,0.0,0.0,,0.0,,0.24
67,QmUNARF8G5xeRC3VkVAANpQWeVgPuMCQUuNcMKzZxare2B,CoachPA Node 2,COACH2,Solo,2023-07-09T00:00:00.000Z,53033.60799875434,26,26,10,10,5.389921875,3832.82064453125,7.3031318e-11,1.1679033854166665,2033.6079987543403,0.24
68,QmNz2N82FAKBDKHEBSi32NxikbPewsUqkMDdVxZmkZiZka,CoachPA Node 3,COACH3,Solo,2023-07-09T00:00:00.000Z,52185.314287721354,3,3,1,1,0.613359375,1385.149599609375,6.580552e-12,0.0,1185.3142877213543,0.24
69,Qmb3yiWrE9J7twAMZkEFvgNoJwEykuvfC2uBjTNPcmCHfc,DKG Warrior 1,DKGWAR1,Alliance,2023-07-09T00:00:00.000Z,54127.90021390972,14,14,4,4,2.88796875,880.066021484375,3.0982984e-11,0.0,527.9002139097222,0.24
70,QmT9GStkoa2zAGmrjh94XvMWTMSzmp5NKgCwS6vev5pHer,LuKu,LuKu,Alliance,2023-07-09T00:00:00.000Z,51746.85418801577,25,25,13,13,5.358515625,2717.3238193359375,7.698684e-11,2.498415798611111,1746.8541880157698,0.24
40,QmRWR3W32A1eiqW7nWwcPxPbmK68VzXpyPrS7rpcjrY7SV,Branimir Rakic X87,BRX87,Alliance,2023-07-09T00:00:00.000Z,76994.66118101696,35,35,15,15,8.15953125,2879.066020263672,1.37349904e-10,3.0667363891601562,1994.6611810169588,0.24
41,Qmaa96tesPwJCBjnhJgPBfpFg4HKvU2BLE2ao4g2bg9hVT,Branimir Rakic X88,BRX88,Alliance,2023-07-09T00:00:00.000Z,76456.1329850727,20,20,12,12,5.20265625,2152.8751618652345,1.31731656e-10,4.789591611328125,1456.1329850726997,0.24
42,QmX4HRTqVpPVui5sLHVaxBdu4TXq92xc9jiJftmSd9FcjC,Branimir Rakic X,BRX,Alliance,2023-07-09T00:00:00.000Z,74394.4999589167,23,26,9,12,4.779375,3479.621559326172,5.8234352e-11,0.0,1894.4999589166937,0.24
43,QmdddUvKwcoq7FTmjoWqZxKiBE4izexcJ9jwzTHrNFUpVz,Branimir Rakic X89,BRX89,Alliance,2023-07-09T00:00:00.000Z,76893.45213391195,52,53,15,16,11.304609375,3386.7579912109377,2.5257688e-10,8.130558928222657,1893.4521339119467,0.24
44,QmSjLxW54uyPTKtJ3LZcNCmjZReKA2PyieHuuGKkkhA5vT,kCosmi,kCC,Alliance,2023-07-09T00:00:00.000Z,102582.48152880828,52,54,22,24,10.90828125,3931.9549594726564,2.2476244e-10,6.150352824707031,2611.4815288082773,0.24
56,QmZFfAiUKFSUUg5eYR1qzXia67LYjm64pdbR9buRTdyd8N,Hotnode2,Hotnode2,Alliance,2023-07-09T00:00:00.000Z,51679.10286499159,30,30,10,10,6.12703125,3011.982119140625,1.04293752e-10,2.8422471614583333,1636.1028649915906,0.24
57,QmeERxvJvfsgvSoRyW8pNjQf1a1ebms9hnUUXHmvH3eQnm,Hotnode3,Hotnode3,Alliance,2023-07-09T00:00:00.000Z,67212.37914669569,28,29,13,14,6.030703125,3155.74730078125,1.31135784e-10,4.189046257595486,2212.3791466956923,0.24
58,Qma2UjJmKRkq2ssjPvpsmLFjneSyeDNqpKjuUi158rpfVV,CVIKI,CVI,Alliance,2023-07-09T00:00:00.000Z,51698.852471336264,26,26,9,9,6.100078125,1778.3852734375,7.784632e-11,0.914622314453125,1198.852471336263,0.24
59,QmfMb7nuzR12xaVTayNSLJax9LeQEncctZupnKDasKhdEx,Blockchain22Networ,B22N,Solo,2023-07-09T00:00:00.000Z,56900.63232866057,12,12,12,12,2.88,2735.06440234375,8.0480352e-11,2.52111421875,2224.632328660572,0.241
60,QmNd7jyRjY8QXmPFE3M9q37vp93iAT35wbQVewytrNVJa2,Blockchain22Networ,B22N-1,Solo,2023-07-09T00:00:00.000Z,52411.54601094564,12,12,12,12,2.88,1843.3745126953124,5.3130016e-11,1.7197723090277777,866.546010945638,0.241
61,QmVCzVXqPXFgfdN7FXsQCqC2PYf8u8pWHL7MX9EVuLMsMH,COGE_TRAC03,COGET03,Solo,2023-07-09T00:00:00.000Z,53048.212198777685,18,18,7,7,4.52015625,1233.4936953125,8.2528736e-11,2.152244580078125,625.2121987776874,0.24
56,QmZFfAiUKFSUUg5eYR1qzXia67LYjm64pdbR9buRTdyd8N,Hotnode2,Hotnode2,Alliance,2023-07-08T00:00:00.000Z,51676.260617830136,161,161,61,61,33.4284375,3005.855087890625,5.00105882e-10,10.21726633029514,1633.2606178301323,0.24
57,QmeERxvJvfsgvSoRyW8pNjQf1a1ebms9hnUUXHmvH3eQnm,Hotnode3,Hotnode3,Alliance,2023-07-08T00:00:00.000Z,67208.19010043809,89,91,27,28,18.073359375,3149.71659765625,5.14609624e-10,21.020316989474825,2208.1901004380966,0.24
58,Qma2UjJmKRkq2ssjPvpsmLFjneSyeDNqpKjuUi158rpfVV,CVIKI,CVI,Alliance,2023-07-08T00:00:00.000Z,51697.93784902181,88,88,37,37,18.560390625,1772.2851953125,3.50119608e-10,9.69474566297743,1197.9378490218098,0.24
59,QmfMb7nuzR12xaVTayNSLJax9LeQEncctZupnKDasKhdEx,Blockchain22Networ,B22N,Solo,2023-07-08T00:00:00.000Z,56898.11121444182,54,54,54,54,12.96,2732.18440234375,4.28967456e-10,19.566477896050348,2222.111214441822,0.241
60,QmNd7jyRjY8QXmPFE3M9q37vp93iAT35wbQVewytrNVJa2,Blockchain22Networ,B22N-1,Solo,2023-07-08T00:00:00.000Z,52409.82623863661,39,39,39,39,9.36,1840.4945126953126,1.80203075e-10,5.173704991319444,864.8262386366102,0.241
61,QmVCzVXqPXFgfdN7FXsQCqC2PYf8u8pWHL7MX9EVuLMsMH,COGE_TRAC03,COGET03,Solo,2023-07-08T00:00:00.000Z,53046.05995419761,54,54,15,15,10.8890625,1228.9735390625,2.664176e-10,9.68917353407118,623.0599541976093,0.24
32,QmPTT7R3rwKUawLJxEXwcerZfqC2rkYWr2uZiXUo6ftFoS,Trace Labs Node 12,TLNODE_12,Trace Labs,2023-07-08T00:00:00.000Z,53289.4703665961,131,131,57,57,28.083515625,3649.3821911621094,3.80099056e-10,7.629668680826823,3289.4703665961015,0.11
36,QmVY4xRwJVV4w5BESrpRW8s6Xv15j9n1ZFBw2TSes18aMv,Kitty,Kit,Alliance,2023-07-08T00:00:00.000Z,63901.63937233141,106,121,25,40,21.0403125,2722.482946777344,5.33023288e-10,15.826162332356772,1900.6393723314072,0.32
37,Qme8odkEfiHHNp2Pa4qkUJiWsqsH8nVrrcohNNN4HhYpkJ,COGE_TRAC,COGE,Solo,2023-07-08T00:00:00.000Z,53171.49726049595,63,63,25,25,13.537734375,1655.9989248046875,2.40250104e-10,6.768669200303819,1171.4972604959446,0.24
38,QmV9WL9J8FEUEZznaCTK1mZuKkjP3CkRt3979fVZHbXVvm,Branimir Rakic X86,BRX86,Alliance,2023-07-08T00:00:00.000Z,75691.70907987228,32,64,14,23,6.87515625,1257.6682307128906,1.4419304e-10,0.0,691.6241898722783,0.24
39,QmesuY31BVZEfCYzfEf2mx6KSkyEvwtCk3rV5ho3SPfRYJ,carbontracker,ct-otp,Solo,2023-07-08T00:00:00.000Z,0.0,0,0,0,0,0.0,0.0,,0.0,,0.002
71,Qmcq6oVUF64DY8h9SWJkpXugExULwrmnyoySQjQ27sRjkt,drMurlly-DKGv6-3,DKGv6-3,Alliance,2023-07-08T00:00:00.000Z,0.0,0,0,0,0,0.0,532.14458984375,,0.0,,0.24
72,QmNtxNx8qx83bbApzc8bz48dFETSf4m1XwnZ7eo7q6MssG,Stunt,STN,Solo,2023-07-08T00:00:00.000Z,52237.65882970573,141,141,56,56,29.539453125,2297.3798671875,3.42507016e-10,3.2914252387152776,1237.6588297057292,0.24
73,QmfNJ6tVMZ9ZPcvFSo73Za2qtXe6Wts1HATwjHgCWuKCoL,JuLen,JLT,Alliance,2023-07-08T00:00:00.000Z,50892.84452100695,121,129,56,56,26.057109375,1378.389427734375,3.268255e-10,5.578255208333333,792.8445210069444,0.24
74,QmdiEMaxS1w2UT29Gh5XmVB43yLTXGij6w4J4nDCicZhVA,Node Jesus 1,NJ1,Solo,2023-07-08T00:00:00.000Z,50542.41528925347,76,76,33,33,15.9075,1061.487478515625,1.97716848e-10,3.172222222222222,542.4152892534722,0.24
75,QmY2mcLSswmrcqmjFCSEwTYTeMH8tZVeRvCzZBhAUrLr85,kitty02,kit02,Alliance,2023-07-08T00:00:00.000Z,63860.25677205729,166,166,44,44,33.3075,2661.114462890625,4.34317909e-10,5.304036458333333,1360.2567720572918,0.297243174396833
76,QmZs1JecPip98cznh621wdhByLFPQuEfQPM5RoEfVp5EzY,CoachPA Node 4,COACH4,Solo,2023-07-08T00:00:00.000Z,51146.74171628472,59,59,27,27,12.678515625,548.446673828125,1.5874608e-10,2.7789496527777775,146.74171628472223,0.24
77,QmQSmxjJL38oT6D8UHoyJzg9zhFmUtteH1uepFUZVUPKgD,Amado1,Amado1,Alliance,2023-07-08T00:00:00.000Z,52865.36720371994,135,135,55,55,28.275234375,1025.7723359375,3.438396e-10,6.401367187499999,365.3672037199436,0.24
78,QmUSHCxxisiGipuMNqigcU64YgwiTjU9nTnvZkPPtWGeBy,Amado3,Amado3,Alliance,2023-07-08T00:00:00.000Z,52900.98616424642,115,115,37,37,23.4703125,885.582525390625,2.78763888e-10,3.515386284722222,400.98616424641926,0.24
79,QmNqdyK4dAZg97Dy8XRZ8VAUppLJeBJdpdkUq1u8iowuUS,Amado2,Amado2,Alliance,2023-07-08T00:00:00.000Z,52690.270992855905,55,55,23,23,11.6240625,526.049306640625,1.5696836e-10,3.8656195746527775,190.27099285590276,0.24
51,QmcmsZ76Yrm3sf6jZx7SX83W3CnWwadfYQ6YerefWAZuuH,drMurlly-DKGv6-1,DKGv6-1,Alliance,2023-07-08T00:00:00.000Z,50033.9729662176,64,64,24,24,13.327265625,1363.223710205078,2.9250108e-10,8.223745322265625,783.9729662176017,0.24
52,QmWV8WbhuXj22tbWKc9pnfPaCAdWKRZpMDnpAKxfpCXM2R,drMurlly-DKGv6-2,DKGv6-2,Alliance,2023-07-08T00:00:00.000Z,50028.6763188862,63,63,25,25,13.537734375,1608.5194716796875,2.24958392e-10,5.618599739583333,1078.6763188861987,0.24
53,QmYTjVNYTPFMiRhnfyLBKMzfYBTdbktTSMh1ZKpzvZu1sj,TRAC02,TRAC02,Solo,2023-07-08T00:00:00.000Z,53085.74730731192,47,50,12,14,9.3909375,1845.3541027832032,2.4610788e-10,8.557366460503472,1085.7473073119213,0.24
54,QmfGTWRn5pJ3mHZ1iZnviLJe3TFHJMQ5bFZAUr1mnD2Rf5,Weave,WEAV,Solo,2023-07-08T00:00:00.000Z,51375.33085706968,73,73,25,25,14.91796875,2307.67649609375,4.1554868e-10,16.65878536783854,1375.3308570696795,0.24
55,QmS7qKhwkGUPj4HtETibDmSSgu5FsNbKxtWYrnLGEghqK5,Hotnode1,Hotnode1,Alliance,2023-07-08T00:00:00.000Z,52754.564580190156,218,218,91,91,46.20140625,4707.8423828125,8.80615992e-10,28.80950813015408,2714.5645801901583,0.24
40,QmRWR3W32A1eiqW7nWwcPxPbmK68VzXpyPrS7rpcjrY7SV,Branimir Rakic X87,BRX87,Alliance,2023-07-08T00:00:00.000Z,76991.5944446278,111,111,35,35,23.041640625,2870.906489013672,3.99054136e-10,7.709438138020833,1991.5944446277986,0.24
41,Qmaa96tesPwJCBjnhJgPBfpFg4HKvU2BLE2ao4g2bg9hVT,Branimir Rakic X88,BRX88,Alliance,2023-07-08T00:00:00.000Z,76451.34339346137,83,83,37,37,17.639296875,2147.6725056152345,5.39480856e-10,18.79223087076823,1451.3433934613715,0.24
42,QmX4HRTqVpPVui5sLHVaxBdu4TXq92xc9jiJftmSd9FcjC,Branimir Rakic X,BRX,Alliance,2023-07-08T00:00:00.000Z,74394.4999589167,87,105,27,45,17.900859375,3474.8421843261717,2.33858056e-10,0.0,1894.4999589166937,0.24
43,QmdddUvKwcoq7FTmjoWqZxKiBE4izexcJ9jwzTHrNFUpVz,Branimir Rakic X89,BRX89,Alliance,2023-07-08T00:00:00.000Z,76885.32157498373,172,194,56,78,35.2359375,3375.4533818359373,9.95253356e-10,34.249589264322914,1885.3215749837238,0.24
44,QmSjLxW54uyPTKtJ3LZcNCmjZReKA2PyieHuuGKkkhA5vT,kCosmi,kCC,Alliance,2023-07-08T00:00:00.000Z,102576.33117598356,211,218,75,82,43.83375,3921.0466782226563,8.41785554e-10,20.50473535997179,2605.33117598357,0.24
45,QmPVxRU4EyJ2R4FqtCTXKbkVZVQNdSBwmvN2b767zHme3b,Hotnode4,Hotnode4,Alliance,2023-07-08T00:00:00.000Z,60727.88496274097,155,155,69,69,33.364921875,4222.484438476563,5.74703068e-10,15.077446000705296,3127.884962740976,0.24
46,QmbQeQsPytKnBVbRJsLosGZGPXcUaBMbgfeB6rKbiBDxGc,Hotnode5,Hotnode5,Alliance,2023-07-08T00:00:00.000Z,58933.71983359479,85,101,18,34,16.7925,2305.163630371094,4.26658444e-10,12.445459620225694,1333.7198335947899,0.24
47,QmSdi4m5SBfPU8VcTB3dB2i1HWAV6G4VdPQgo7K8xEqFWU,Hotnode6,Hotnode6,Alliance,2023-07-08T00:00:00.000Z,58553.74792068431,60,60,18,18,12.53625,1668.1615686035157,4.17693472e-10,17.788512245551214,953.7479206843126,0.24
48,QmXV8HvaDmb59ZXeeLKjQCUKf9WTNyAWFPq7N7YBBGercj,Hotnode8,Hotnode8,Alliance,2023-07-08T00:00:00.000Z,60795.73534143075,110,110,43,43,23.227734375,3394.9943908691407,4.72739736e-10,14.385232345920139,2609.8333414307544,0.24
49,QmWPGrwxjcFP8MAuS8PGPxWabtQR9kcXnyDpXrUULpnucd,Hotnode7,Hotnode7,Alliance,2023-07-08T00:00:00.000Z,59330.864747752006,83,83,35,35,17.508046875,2482.2419431152343,4.48179168e-10,17.125466518012153,1730.8647477520074,0.24
62,QmTge66HJdzqgML2kWALnHuMCsXCyfRbzr51ite9GFFhvb,TRA©VERSE,KNOW,Alliance,2023-07-08T00:00:00.000Z,51112.37049833171,132,132,59,59,28.2253125,2080.923974609375,4.02438464e-10,6.891267930772569,1112.3704983317057,0.24
64,QmZinr9WnYbygsJvWP4tWznMEWhUzoqoiDaHKYMzP1oqma,Trini Zone,Trini,Alliance,2023-07-08T00:00:00.000Z,51320.586084824216,105,105,41,41,21.98765625,1923.258916015625,3.0342336e-10,3.392984876302083,1320.5860848242187,0.24
65,QmP19HNvJJi5VuvkP5tpgHLmFvSrpHat5NVZxq7TEbafEH,CoachPA Node 1,COACH,Solo,2023-07-08T00:00:00.000Z,52086.93949586806,79,79,30,30,16.871484375,1898.1445,2.36888344e-10,4.550775078125,1086.9394958680555,0.24
66,QmcgCVvM6R7YBU78S5B7DjRhwBsMeV4TAdDyRhDT3Sdr9S,(NLD)OT Node,DANS,Solo,2023-07-08T00:00:00.000Z,0.0,0,0,0,0,0.0,0.0,,0.0,,0.24
67,QmUNARF8G5xeRC3VkVAANpQWeVgPuMCQUuNcMKzZxare2B,CoachPA Node 2,COACH2,Solo,2023-07-08T00:00:00.000Z,53032.440095368926,117,117,51,51,24.708515625,3827.43072265625,3.25691824e-10,6.884081336805555,2032.4400953689235,0.24
68,QmNz2N82FAKBDKHEBSi32NxikbPewsUqkMDdVxZmkZiZka,CoachPA Node 3,COACH3,Solo,2023-07-08T00:00:00.000Z,52185.314287721354,22,22,7,7,4.475625,1384.536240234375,5.9227432e-11,1.5222222222222221,1185.3142877213543,0.24
69,Qmb3yiWrE9J7twAMZkEFvgNoJwEykuvfC2uBjTNPcmCHfc,DKG Warrior 1,DKGWAR1,Alliance,2023-07-08T00:00:00.000Z,54127.90021390972,64,64,24,24,13.327265625,877.178052734375,1.4692312e-10,1.0388888888888888,527.9002139097222,0.24
70,QmT9GStkoa2zAGmrjh94XvMWTMSzmp5NKgCwS6vev5pHer,LuKu,LuKu,Alliance,2023-07-08T00:00:00.000Z,51744.35577221716,138,138,57,57,29.10703125,2711.9653037109374,3.5826608e-10,6.513888888888888,1744.3557722171586,0.24
90,QmW9RZBE7gdsLVa7hhzjik48yz8zDjaBJH3ih3QpBVSEGv,SHIFT06,ST06,Alliance,2023-07-08T00:00:00.000Z,53309.15748969184,34,34,34,34,8.303671875,558.1653125,1.10558432e-10,3.224587673611111,24.157489691840276,0.24
91,QmaM3ubEDegc8uRb7kDnFp2M1Y2A86PBDdXEMy5qBRVWnf,SHIFT07,ST07,Alliance,2023-07-08T00:00:00.000Z,53514.70830872396,66,66,66,66,16.0340625,812.67046875,1.89238896e-10,5.249717881944444,229.7083087239583,0.24
92,QmUB5Pb2UUyeH9AYhJpyxpGF7yNzW98ujJsVkoSgAy3ScG,PEMA01,PEMA01,Alliance,2023-07-08T00:00:00.000Z,50156.888814440106,38,38,38,38,9.234609375,314.689453125,1.02615472e-10,1.6027777777777776,156.88881444010417,0.24
93,QmcSxJE8nZmRZufLoJF78jcUTsa1pe54U2XXRHamGBxT4N,PEMA02,PEMA02,Solo,2023-07-08T00:00:00.000Z,50209.23830712037,55,55,55,55,13.473046875,535.531943359375,1.40717808e-10,2.3259765624999997,209.23830712037037,0.17
94,QmWXFBUi5EBPpUYXS8Chswymgct14DugGQABzt32m3Ly4p,Kanos,KAN,Alliance,2023-07-08T00:00:00.000Z,50223.758699592014,30,30,30,30,7.310625,637.53734375,9.0824592e-11,3.1528238932291663,223.75869959201387,0.24
95,QmYFJVZRqxoF93LtWPuZYr5ADBVzkkN9bQ52pYxtt46JvU,Kwalla,KWLA,Solo,2023-07-08T00:00:00.000Z,50000.0,35,35,35,35,8.4,270.1,7.8844913e-11,0.0,,0.29
96,Qmf4h7WE79aqjRsE9iA4KnHwDHqySJtuDXir2Gf6FCaT1w,BID,BID,Solo,2023-07-08T00:00:00.000Z,51590.647327630206,83,83,83,83,20.60625,883.7709375,2.35823816e-10,4.704182942708333,590.6473276302083,0.2
97,QmV7yVitPPfGm6AqkiLWQLHpv47KuBmtnswRGW4yunAHZB,PEMA03,PEMA03,Solo,2023-07-08T00:00:00.000Z,50273.386447881945,34,34,34,34,8.16,424.636875,7.6444992e-11,0.0,273.38644788194443,0.17
98,QmWnnXzeuePCiS89PWsk6aRLGDZUA7tQLpV9pfUimodtBQ,@4165341117b199642b,d863ad7d34abf88958b09ba,Solo,2023-07-08T00:00:00.000Z,50906.63547888455,60,60,60,60,14.89734375,1239.973125,1.9769651e-10,7.478602430555555,406.6354788845486,0.24
99,QmYnZYqsuzA4Pr21YeDtQSouDvr4nT5wshnSdaa6A3uvG8,SOON,EMP,Alliance,2023-07-08T00:00:00.000Z,50051.59139811198,16,16,16,16,3.905625,297.93140625,5.3316032e-11,2.0648871527777777,51.59139811197916,0.24
100,QmTV8KALCUi2dcoAZ3W13foKDvayJFie1VoZTjDLFLUunM,SOON2,EMP2,Alliance,2023-07-08T00:00:00.000Z,50056.50157877604,38,38,38,38,9.230625,504.815859375,1.13919584e-10,3.228021918402778,56.50157877604166,0.24
101,QmdosmTKejBAhyXzqmideFKUyXMiucLXWRZvFST9mk8b37,drMurlly-DKGv6-3b,DKGv6-3b,Alliance,2023-07-08T00:00:00.000Z,50034.49386935764,75,75,75,75,18.880546875,792.4003125,2.26173136e-10,7.395339626736111,54.493869357638886,0.24
102,Qmcj2eQrYT2FQeXXKVHkmGPxkJisGUx3ZTK9vnw8Q1qskT,drMurlly-DKGv6-5,DKGv6-5,Alliance,2023-07-08T00:00:00.000Z,50014.512849934894,55,55,55,55,13.37203125,528.898359375,1.70904176e-10,4.683376736111111,44.51284993489583,0.24
103,QmYUQxkU1ZLXi95EPTUMWwVdkuFcpLSdeM1R4aD6C6MXDH,LIT,LIT,Solo,2023-07-08T00:00:00.000Z,50035.391189236114,39,39,39,39,9.4415625,486.99703125,1.25365048e-10,3.592513020833333,35.39118923611111,0.22
104,QmdaU5wBTFSTkPuA2Pmq7Wbqrw4Nr6w8yR64rjbwYpBqL1,SOON3,EMP3,Alliance,2023-07-08T00:00:00.000Z,50029.63927408854,38,38,38,38,9.2015625,489.4040625,1.2496592e-10,3.679671223958333,29.639274088541665,0.24
105,QmQrD9YyhJY1oZ35fJ8CRo3VM8t5ABQrjS2R23Abg33KJJ,Two Ravens E&C,TWRVN,Solo,2023-07-08T00:00:00.000Z,52313.25155555556,23,23,23,23,5.67609375,182.513765625,6.2374232e-11,0.8,8.120555555555555,0.002
106,QmXEuMWk67BH2dbvFSyEBRt72Mv3m97EJh89PVz2YmQbwr,SPARK,PWD,Solo,2023-07-08T00:00:00.000Z,50006.90848524305,50,51,50,51,12.343359375,419.1084375,1.24903392e-10,0.8833333333333333,6.908485243055555,0.24
107,QmYUipWZSu6XAGbAw6az5Jg3fL9kRJiSLqsHPVFMagnJbU,SPARK3,PWD3,Solo,2023-07-08T00:00:00.000Z,50033.423744032116,53,53,53,53,13.397109375,641.595703125,1.56343896e-10,3.619444444444444,33.42374403211805,0.24
108,QmancZ6c2zGCpujhhSLHrg9naAY8BwAGSJVPgRUMfG4AxE,SPARK4,PWD4,Solo,2023-07-08T00:00:00.000Z,50016.78362630208,55,62,55,62,13.329609375,468.605390625,1.61862232e-10,2.6888888888888887,16.78362630208333,0.24
109,QmdGgJWhw46SDPuGh8DQKoDYRGqC5QPWVGuatn1ggqrCar,SPARK5,PWD5,Solo,2023-07-08T00:00:00.000Z,50037.60811631945,51,51,51,51,12.98671875,630.4509375,1.4444596e-10,3.6444444444444444,37.60811631944444,0.24
110,QmbBn8L27ewqEA3V2mYqUqTwWq1Zk9jKXJst9meALVNXki,SPARK6,PWD6,Solo,2023-07-08T00:00:00.000Z,50022.91819118924,32,46,32,46,7.919765625,360.611484375,1.24387328e-10,2.0643229166666663,22.91819118923611,0.24
111,QmXWrYF6yBfFudYzRx272jMNKbnSD2gsxJXBDCMSBdZuK8,SPARK2,PWD2,Solo,2023-07-08T00:00:00.000Z,50025.80270453559,26,29,26,29,6.2484375,399.054375,9.7994616e-11,2.9536241319444443,25.802704535590276,0.24
112,QmQosDTb7acNGdCA87H7AaioHoUwXzyhTJ7syqhCdEzagM,Pull,PUL,Solo,2023-07-08T00:00:00.000Z,50515.66128200955,32,47,32,47,7.911328125,365.701640625,1.2620284e-10,2.336111111111111,15.66128200954861,0.22
113,QmSKeBQHJDgKyCbUZW3Mbtt75vsW64n3MnY8cMom5eSPjq,kooltek68,kooltek68,Solo,2023-07-08T00:00:00.000Z,55550.0,42,42,42,42,10.182890625,424.8740625,9.3020888e-11,0.0,,0.24
114,QmaUMsMLhMwC21L9qcPu9VBNpYAuEnGTNUK2tPwRge4XH9,SDUINODE,SDUI,Solo,2023-07-08T00:00:00.000Z,59000.0,0,0,0,0,0.0,0.46,1.426448e-12,0.0,,0.24
115,QmW4nmy8bvTNSUkBaHFwdBx37BbZPAcwHX5ZYKFNqjU6Qz,dkgnode1,DKGN1,Solo,2023-07-08T00:00:00.000Z,300000.0,104,104,104,104,26.25375,600.209109375,2.35142432e-10,0.0,,0.0001
116,QmcZHDH5XnrifFUA2FhBWmjsgQFwqibvXqHMQTB9VKNG3y,dkgnode2,DKGN2,Solo,2023-07-08T00:00:00.000Z,400000.0,88,92,88,92,21.62484375,558.701484375,2.09400128e-10,0.0,,1e-05
117,QmdSpXBSLic3C4oJK6HpJ6qzEY4Ni1mH8MVDdzUVeT3Kxv,dkg_node_3_token,dkg_node_3,Solo,2023-07-08T00:00:00.000Z,400000.0,80,88,80,88,19.3875,344.676796875,2.00034352e-10,0.0,,0.001
118,QmPtxryUf9L9xLkTkSMZaTdUjCjX2XAUgzGkZtYpnsVfgN,dkg_node_4_token,dkg_node_4,Solo,2023-07-08T00:00:00.000Z,400000.0,0,0,0,0,0.0,18.153046875,,0.0,,0.005
119,QmQEU9yMiERqaQEXuWohadDeGwkBF1hsVE7AWqCzCJQyHv,dkg_node_5_token,dkg_node_5,Solo,2023-07-08T00:00:00.000Z,300000.0,93,93,93,93,22.8046875,387.650625,2.1193524e-10,0.0,,0.01
122,Qmb545S4B8aBzkjsUCAxjKiZpuBdgs9PgJUUD6cD4qg3A3,BioTwo,DNA,Alliance,2023-07-08T00:00:00.000Z,60000.0,26,48,26,48,6.24,41.506875,1.07758312e-10,0.0,,0.24
121,Qmb49PRCUmotz15MSyhUWuwzBg2ENtqDiUTb695HmfmvVD,OTLee,OTL,Alliance,2023-07-08T00:00:00.000Z,300000.0,0,0,0,0,0.0,0.0,,0.0,,0.24
120,QmZYtjVipLma2AhHbjPRia9PJDe9vX7ezgTxNSFrSkWTKb,BioOne,TRAC,Solo,2023-07-08T00:00:00.000Z,60000.0,61,61,61,61,15.04078125,137.85046875,1.39686696e-10,0.0,,0.24
80,QmPx8gKqABFQuzYTHD7Ka9uvbFvmg7hfezU8BYcUahvVUC,Amado4,Amado4,Alliance,2023-07-08T00:00:00.000Z,52838.364941345484,106,125,20,39,20.802890625,795.552568359375,3.1168527e-10,2.8166666666666664,338.3649413454861,0.24
81,QmNrKvfW4Mw6bgzkVr55bLyMNDLhe4qKaXz58Yfpa2CDYY,drMurlly-DKGv6-4,DKGv6-4,Alliance,2023-07-08T00:00:00.000Z,50014.976881041664,51,51,23,23,10.815703125,770.127802734375,1.359388e-10,3.2555148654513886,504.9768810416667,0.24
82,QmeoBNoPq4oyRhJrufF6mPkVA7sKX9keYEwLMFbNUfqyY5,SHIFT01,ST01,Alliance,2023-07-08T00:00:00.000Z,53666.44699092448,65,65,21,21,13.481953125,625.560234375,1.62799892e-10,1.9754828559027777,381.44699092447917,0.24
83,QmNRfsnE4Ea9rGkYkgnprre2Us4Dz4G85QKUi3V5iRBPsY,@2961b8f91e1726913d,32d1bf71eabad0ad22d8c86,Solo,2023-07-08T00:00:00.000Z,55336.63659485677,71,71,18,18,14.266171875,693.571421875,2.10972864e-10,6.591691080729166,336.63659485677084,0.2
84,QmTjs8wGS297NsQ9B3D42E11dUWAR8P3XsikvuKkJy8qFD,Sinoloa1,SNL1,Solo,2023-07-08T00:00:00.000Z,53297.08652223814,57,57,57,57,14.008359375,853.62315625,1.8413892e-10,6.213888888888889,297.0865222381366,0.24
85,QmVR9JM6mzJwwEQ9YkfJg3ZrrQK13jDARRuoykyhyh9Nbc,SHIFT02,ST02,Alliance,2023-07-08T00:00:00.000Z,53627.74058967882,28,63,28,63,6.823828125,778.461734375,1.8018096e-10,4.022222222222222,342.74058967881945,0.24
